customer_id,first_name,last_name,email,city,segment,signup_date
964,Shelby,Torres,shelby.torres964@example.com,Brisbane,Consumer,2026-03-06
965,Daniel,Hansen,daniel.hansen965@example.com,Sydney,Consumer,2024-01-24
966,Jesus,Ford,jesus.ford966@example.com,Melbourne,Consumer,2026-03-03
967,Angel,Johnson,angel.johnson967@example.com,Melbourne,Consumer,2024-05-04
968,Nicole,Smith,nicole.smith968@example.com,Brisbane,Business,2026-05-14
969,Anna,Baker,anna.baker969@example.com,Sydney,Consumer,2026-04-23
970,Rose,Blanchard,rose.blanchard970@example.com,Adelaide,Consumer,2023-05-23
971,Jeffrey,Flowers,jeffrey.flowers971@example.com,Brisbane,Consumer,2025-05-07
972,Bryan,Kennedy,bryan.kennedy972@example.com,Canberra,Business,2026-05-31
973,Madison,Valdez,madison.valdez973@example.com,Canberra,Business,2023-07-02
974,Regina,Stafford,regina.stafford974@example.com,Canberra,Consumer,2024-06-12
975,Kevin,Butler,kevin.butler975@example.com,Adelaide,Consumer,2023-09-04
976,Ricky,Vasquez,ricky.vasquez976@example.com,Brisbane,Consumer,2024-04-21
977,Donald,Watts,donald.watts977@example.com,Adelaide,Consumer,2024-07-11
978,Sophia,Sanchez,sophia.sanchez978@example.com,Melbourne,Consumer,2025-02-03
979,Kevin,Wilson,kevin.wilson979@example.com,Canberra,Consumer,2023-10-06
980,Travis,Ramirez,travis.ramirez980@example.com,Melbourne,Consumer,2023-09-13
981,Colton,Gamble,colton.gamble981@example.com,Melbourne,Consumer,2026-05-18
982,Paige,Jones,paige.jones982@example.com,Perth,Consumer,2025-02-05
983,Derek,Reese,derek.reese983@example.com,Melbourne,Consumer,2023-12-18
984,Shawn,Perkins,shawn.perkins984@example.com,Melbourne,Consumer,2024-01-03
985,Ellen,Cunningham,ellen.cunningham985@example.com,Melbourne,Consumer,2023-04-20
986,Julia,Oneill,julia.oneill986@example.com,Melbourne,Consumer,2025-01-05
987,Sonya,Burton,sonya.burton987@example.com,Melbourne,Consumer,2025-07-12
988,Robert,Alvarez,robert.alvarez988@example.com,Brisbane,Business,2024-11-03
989,Julia,Benson,julia.benson989@example.com,Brisbane,Consumer,2025-05-07
990,Eric,Wilson,eric.wilson990@example.com,Perth,Business,2024-08-08
991,Robert,Hunt,robert.hunt991@example.com,Canberra,Consumer,2023-05-14
992,Corey,Johnston,corey.johnston992@example.com,Melbourne,Consumer,2024-12-07
993,Tracy,Bruce,tracy.bruce993@example.com,Brisbane,Consumer,2026-06-01
994,Ricky,Martin,ricky.martin994@example.com,Canberra,Consumer,2026-06-01
995,Stephanie,Brown,stephanie.brown995@example.com,Melbourne,Consumer,2024-11-22
996,Antonio,Flores,antonio.flores996@example.com,Melbourne,Consumer,2024-06-03
997,Mitchell,Johns,mitchell.johns997@example.com,Melbourne,Consumer,2024-02-08
998,Scott,Taylor,scott.taylor998@example.com,Canberra,Consumer,2023-07-01
999,Stephanie,Martin,stephanie.martin999@example.com,Sydney,Consumer,2024-11-22
1000,Melissa,Nelson,melissa.nelson1000@example.com,Melbourne,Business,2023-11-11
1001,Cory,Barnes,cory.barnes1001@example.com,Perth,Consumer,2025-09-09
1002,Gina,Barr,gina.barr1002@example.com,Perth,Consumer,2026-02-10
1003,Amy,Kelly,amy.kelly1003@example.com,Melbourne,Business,2024-02-09
1004,Tiffany,Roberts,tiffany.roberts1004@example.com,Sydney,Business,2023-11-17
1005,Michael,Moreno,michael.moreno1005@example.com,Adelaide,Consumer,2025-01-25
1006,Raymond,Mayer,raymond.mayer1006@example.com,Sydney,Consumer,2023-10-05
1007,James,Palmer,james.palmer1007@example.com,Sydney,Consumer,2025-05-09
1008,David,Miranda,david.miranda1008@example.com,Melbourne,Consumer,2023-11-08
1009,Melanie,White,melanie.white1009@example.com,Perth,Consumer,2026-04-17
1010,Shawn,Davis,shawn.davis1010@example.com,Melbourne,Business,2025-04-02
1011,Elizabeth,Goodwin,elizabeth.goodwin1011@example.com,Brisbane,Consumer,2025-03-21
1012,Darlene,Stephens,darlene.stephens1012@example.com,Perth,Business,2024-12-08
1013,Carla,Brennan,carla.brennan1013@example.com,Brisbane,Consumer,2023-06-10
1014,Andrew,Serrano,andrew.serrano1014@example.com,Brisbane,Consumer,2024-01-23
1015,Kristin,Cohen,kristin.cohen1015@example.com,Melbourne,Business,2023-12-13
1016,John,Turner,john.turner1016@example.com,Sydney,Consumer,2026-03-10
1017,David,Jennings,david.jennings1017@example.com,Canberra,Consumer,2025-12-08
1018,Anne,Barker,anne.barker1018@example.com,Canberra,Consumer,2025-07-30
1019,Casey,Davis,casey.davis1019@example.com,Adelaide,Consumer,2025-08-19
1020,Kathy,Carpenter,kathy.carpenter1020@example.com,Adelaide,Consumer,2026-04-15
1021,Jamie,Morrow,jamie.morrow1021@example.com,Adelaide,Consumer,2025-02-06
1022,Jason,Smith,jason.smith1022@example.com,Adelaide,Business,2025-07-12
1023,Molly,Holmes,molly.holmes1023@example.com,Sydney,Business,2025-03-26
1024,Mark,Watson,mark.watson1024@example.com,Sydney,Consumer,2024-09-04
1025,Dylan,Washington,dylan.washington1025@example.com,Perth,Consumer,2024-06-25
1026,Rachel,Peterson,rachel.peterson1026@example.com,Adelaide,Consumer,2024-09-26
1027,Aaron,Bartlett,aaron.bartlett1027@example.com,Adelaide,Consumer,2026-01-28
1028,Michele,Garcia,michele.garcia1028@example.com,Brisbane,Consumer,2025-11-14
1029,Duane,Moore,duane.moore1029@example.com,Melbourne,Consumer,2023-09-21
1030,David,Walker,david.walker1030@example.com,Canberra,Business,2025-01-29
1031,John,Lopez,john.lopez1031@example.com,Canberra,Consumer,2024-03-21
1032,Greg,Prince,greg.prince1032@example.com,Brisbane,Consumer,2024-04-08
1033,Donna,Austin,donna.austin1033@example.com,Perth,Business,2024-08-03
1034,Anthony,Guerra,anthony.guerra1034@example.com,Brisbane,Consumer,2026-05-23
1035,Alexis,Fox,alexis.fox1035@example.com,Adelaide,Business,2025-08-06
1036,Kristy,Patel,kristy.patel1036@example.com,Perth,Business,2024-12-17
1037,John,Arnold,john.arnold1037@example.com,Sydney,Consumer,2025-12-10
1038,Mario,Avila,mario.avila1038@example.com,Adelaide,Consumer,2024-05-27
1039,Grant,Wilson,grant.wilson1039@example.com,Canberra,Consumer,2026-05-04
1040,Brian,Stevens,brian.stevens1040@example.com,Perth,Consumer,2025-12-13
1041,Judy,Jones,judy.jones1041@example.com,Perth,Business,2026-06-01
1042,Alicia,Fuentes,alicia.fuentes1042@example.com,Sydney,Consumer,2023-10-22
1043,Julie,Mclean,julie.mclean1043@example.com,Canberra,Consumer,2025-05-07
1044,Thomas,Mendoza,thomas.mendoza1044@example.com,Canberra,Consumer,2025-12-04
1045,Kimberly,Collins,kimberly.collins1045@example.com,Perth,Consumer,2024-04-23
1046,William,Cox,william.cox1046@example.com,Adelaide,Consumer,2026-04-21
1047,Daniel,Montoya,daniel.montoya1047@example.com,Brisbane,Business,2023-11-24
1048,William,Preston,william.preston1048@example.com,Melbourne,Consumer,2025-07-13
1049,Sonia,Harper,sonia.harper1049@example.com,Perth,Consumer,2024-10-31
1050,Bradley,Gallagher,bradley.gallagher1050@example.com,Adelaide,Consumer,2023-03-06
1051,Krista,Peterson,krista.peterson1051@example.com,Melbourne,Consumer,2024-10-14
1052,Michelle,Mckinney,michelle.mckinney1052@example.com,Canberra,Consumer,2025-04-20
1053,Adrienne,Johnson,adrienne.johnson1053@example.com,Melbourne,Business,2023-10-29
1054,Stephen,Olsen,stephen.olsen1054@example.com,Sydney,Consumer,2024-08-14
1055,Tamara,Walker,tamara.walker1055@example.com,Adelaide,Consumer,2024-04-09
1056,Bruce,Vincent,bruce.vincent1056@example.com,Sydney,Consumer,2024-05-23
1057,Timothy,Thomas,timothy.thomas1057@example.com,Canberra,Consumer,2025-03-28
1058,Richard,Perez,richard.perez1058@example.com,Perth,Consumer,2025-03-29
1059,Gina,Martinez,gina.martinez1059@example.com,Canberra,Business,2025-06-05
1060,Tracy,Anderson,tracy.anderson1060@example.com,Brisbane,Consumer,2023-11-03
1061,Renee,Miller,renee.miller1061@example.com,Perth,Consumer,2023-07-24
1062,Charles,Vazquez,charles.vazquez1062@example.com,Perth,Consumer,2026-01-24
1063,Christopher,Bowers,christopher.bowers1063@example.com,Adelaide,Consumer,2023-12-05
1064,Charlene,Jones,charlene.jones1064@example.com,Perth,Consumer,2024-06-07
1065,Cameron,Hampton,cameron.hampton1065@example.com,Perth,Consumer,2025-05-05
1066,Joshua,Todd,joshua.todd1066@example.com,Canberra,Consumer,2025-08-20
1067,Cynthia,Williams,cynthia.williams1067@example.com,Sydney,Business,2026-03-14
1068,Amy,Rodriguez,amy.rodriguez1068@example.com,Melbourne,Consumer,2025-07-10
1069,Mark,Mcguire,mark.mcguire1069@example.com,Canberra,Consumer,2025-04-15
1070,Virginia,Palmer,virginia.palmer1070@example.com,Adelaide,Consumer,2026-04-10
1071,Alyssa,Brown,alyssa.brown1071@example.com,Perth,Business,2023-07-30
1072,Shawn,Wilson,shawn.wilson1072@example.com,Brisbane,Consumer,2025-10-23
1073,Catherine,King,catherine.king1073@example.com,Perth,Business,2026-04-15
1074,Cory,Jones,cory.jones1074@example.com,Melbourne,Consumer,2024-06-16
1075,Jacqueline,Contreras,jacqueline.contreras1075@example.com,Canberra,Business,2026-01-28
1076,Melissa,Webster,melissa.webster1076@example.com,Adelaide,Consumer,2025-02-22
1077,Debra,Patton,debra.patton1077@example.com,Perth,Consumer,2025-11-10
1078,Kayla,Mora,kayla.mora1078@example.com,Adelaide,Consumer,2025-05-09
1079,Jennifer,Harris,jennifer.harris1079@example.com,Canberra,Consumer,2026-02-27
1080,Jason,Santana,jason.santana1080@example.com,Sydney,Consumer,2024-12-10
1081,Shannon,Lopez,shannon.lopez1081@example.com,Sydney,Consumer,2026-04-17
1082,Jeremy,Bell,jeremy.bell1082@example.com,Sydney,Consumer,2026-02-23
1083,Matthew,Davis,matthew.davis1083@example.com,Sydney,Consumer,2024-08-14
1084,Shawn,Singleton,shawn.singleton1084@example.com,Melbourne,Consumer,2023-10-31
1085,Robert,Mcmahon,robert.mcmahon1085@example.com,Brisbane,Consumer,2025-02-23
1086,Cody,Rush,cody.rush1086@example.com,Sydney,Business,2025-11-15
1087,Ronald,Bailey,ronald.bailey1087@example.com,Perth,Consumer,2026-04-20
1088,Elizabeth,Martin,elizabeth.martin1088@example.com,Sydney,Consumer,2025-06-22
1089,Nicholas,Mason,nicholas.mason1089@example.com,Melbourne,Business,2024-11-05
1090,Elijah,Chandler,elijah.chandler1090@example.com,Adelaide,Consumer,2025-02-15
1091,Sandra,Allen,sandra.allen1091@example.com,Melbourne,Consumer,2023-02-04
1092,Carlos,Hudson,carlos.hudson1092@example.com,Canberra,Consumer,2026-02-15
1093,Marie,Garcia,marie.garcia1093@example.com,Sydney,Consumer,2025-09-06
1094,Christopher,Lane,christopher.lane1094@example.com,Canberra,Consumer,2024-09-24
1095,Colin,Smith,colin.smith1095@example.com,Brisbane,Consumer,2025-03-25
1096,Joanne,Robinson,joanne.robinson1096@example.com,Adelaide,Consumer,2024-09-02
1097,Lisa,Lee,lisa.lee1097@example.com,Sydney,Consumer,2024-12-14
1098,Angela,Campbell,angela.campbell1098@example.com,Perth,Consumer,2023-03-08
1099,Brenda,Winters,brenda.winters1099@example.com,Adelaide,Consumer,2025-09-24
1100,Anna,Medina,anna.medina1100@example.com,Canberra,Consumer,2024-10-14
1101,Mark,Beltran,mark.beltran1101@example.com,Canberra,Business,2024-03-16
1102,David,Garcia,david.garcia1102@example.com,Canberra,Consumer,2024-11-17
1103,Michael,Lewis,michael.lewis1103@example.com,Sydney,Consumer,2024-12-23
1104,Elizabeth,Gordon,elizabeth.gordon1104@example.com,Adelaide,Consumer,2023-01-19
1105,Karen,Zimmerman,karen.zimmerman1105@example.com,Brisbane,Business,2026-04-02
1106,Miranda,Richardson,miranda.richardson1106@example.com,Brisbane,Consumer,2024-12-03
1107,Jennifer,Lawrence,jennifer.lawrence1107@example.com,Brisbane,Consumer,2024-01-21
1108,Tanya,Gonzales,tanya.gonzales1108@example.com,Sydney,Consumer,2024-04-16
1109,Caroline,Rosario,caroline.rosario1109@example.com,Sydney,Consumer,2026-01-10
1110,Michael,White,michael.white1110@example.com,Adelaide,Consumer,2025-07-13
1111,Becky,Kelly,becky.kelly1111@example.com,Melbourne,Consumer,2024-03-23
1112,Jason,Gray,jason.gray1112@example.com,Brisbane,Consumer,2024-10-01
1113,Diane,Lewis,diane.lewis1113@example.com,Brisbane,Consumer,2025-03-20
1114,Jeffrey,Perez,jeffrey.perez1114@example.com,Brisbane,Consumer,2026-05-15
1115,Daniel,Rodriguez,daniel.rodriguez1115@example.com,Brisbane,Consumer,2025-09-10
1116,Megan,Rollins,megan.rollins1116@example.com,Canberra,Consumer,2024-05-31
1117,Michael,Martinez,michael.martinez1117@example.com,Sydney,Consumer,2025-11-04
1118,Kathryn,Rodriguez,kathryn.rodriguez1118@example.com,Melbourne,Consumer,2025-06-17
1119,Audrey,Taylor,audrey.taylor1119@example.com,Perth,Consumer,2026-06-01
1120,Lindsay,Farmer,lindsay.farmer1120@example.com,Canberra,Consumer,2026-03-21
1121,Megan,Bush,megan.bush1121@example.com,Adelaide,Business,2025-10-24
1122,Terri,Hawkins,terri.hawkins1122@example.com,Adelaide,Consumer,2025-09-04
1123,Loretta,Williams,loretta.williams1123@example.com,Brisbane,Consumer,2025-01-16
1124,Christina,Murphy,christina.murphy1124@example.com,Brisbane,Consumer,2025-12-29
1125,Dawn,Wilson,dawn.wilson1125@example.com,Sydney,Business,2023-07-29
1126,Anthony,Campbell,anthony.campbell1126@example.com,Sydney,Consumer,2023-05-05
1127,Sarah,Burke,sarah.burke1127@example.com,Sydney,Consumer,2025-01-08
1128,Maria,Collins,maria.collins1128@example.com,Melbourne,Consumer,2025-10-03
1129,Joseph,Cherry,joseph.cherry1129@example.com,Melbourne,Consumer,2025-04-19
1130,Henry,Wallace,henry.wallace1130@example.com,Melbourne,Consumer,2024-04-26
1131,Jacqueline,Spencer,jacqueline.spencer1131@example.com,Canberra,Consumer,2025-02-27
1132,Kyle,Roberts,kyle.roberts1132@example.com,Perth,Consumer,2026-03-04
1133,Matthew,Wyatt,matthew.wyatt1133@example.com,Perth,Consumer,2023-11-27
1134,Adam,Lopez,adam.lopez1134@example.com,Perth,Business,2024-01-04
1135,Molly,Jones,molly.jones1135@example.com,Melbourne,Consumer,2025-12-27
1136,Ashley,Randall,ashley.randall1136@example.com,Adelaide,Business,2025-06-04
1137,Richard,Alvarez,richard.alvarez1137@example.com,Perth,Business,2025-10-29
1138,Donald,Shelton,donald.shelton1138@example.com,Canberra,Business,2023-12-24
1139,Cynthia,White,cynthia.white1139@example.com,Perth,Consumer,2023-05-17
1140,Anthony,Lutz,anthony.lutz1140@example.com,Melbourne,Consumer,2024-01-14
1141,Julie,Vasquez,julie.vasquez1141@example.com,Sydney,Consumer,2025-08-08
1142,Jason,Garcia,jason.garcia1142@example.com,Canberra,Consumer,2024-12-12
1143,Robert,Kim,robert.kim1143@example.com,Sydney,Consumer,2023-08-18
1144,Matthew,Barrett,matthew.barrett1144@example.com,Sydney,Consumer,2023-11-18
1145,Mitchell,Miller,mitchell.miller1145@example.com,Brisbane,Consumer,2025-08-11
1146,Jennifer,Thomas,jennifer.thomas1146@example.com,Canberra,Consumer,2026-06-01
1147,Kimberly,Morales,kimberly.morales1147@example.com,Melbourne,Consumer,2025-08-15
1148,Ashley,Garza,ashley.garza1148@example.com,Perth,Consumer,2023-01-06
1149,Christopher,Garcia,christopher.garcia1149@example.com,Perth,Consumer,2024-07-16
1150,Brian,Schaefer,brian.schaefer1150@example.com,Sydney,Consumer,2024-01-05
1151,Eric,Levine,eric.levine1151@example.com,Canberra,Consumer,2026-03-23
1152,Christine,Brown,christine.brown1152@example.com,Melbourne,Consumer,2023-11-19
1153,Emily,Hester,emily.hester1153@example.com,Canberra,Consumer,2025-04-13
1154,Joseph,Morgan,joseph.morgan1154@example.com,Sydney,Consumer,2026-05-08
1155,Ebony,Larson,ebony.larson1155@example.com,Brisbane,Consumer,2023-03-15
1156,Todd,Ewing,todd.ewing1156@example.com,Melbourne,Consumer,2025-11-22
1157,Scott,Martinez,scott.martinez1157@example.com,Adelaide,Business,2023-05-18
1158,Joshua,Massey,joshua.massey1158@example.com,Sydney,Business,2024-08-06
1159,Kari,Hardy,kari.hardy1159@example.com,Canberra,Consumer,2026-02-13
1160,Daniel,Ramirez,daniel.ramirez1160@example.com,Canberra,Consumer,2025-07-17
1161,Russell,Reeves,russell.reeves1161@example.com,Melbourne,Consumer,2025-12-31
1162,Justin,Perkins,justin.perkins1162@example.com,Canberra,Consumer,2025-01-26
1163,Erika,Nelson,erika.nelson1163@example.com,Sydney,Consumer,2025-01-17
1164,Tommy,Clarke,tommy.clarke1164@example.com,Melbourne,Business,2024-04-22
1165,Elizabeth,Schneider,elizabeth.schneider1165@example.com,Melbourne,Consumer,2026-02-09
1166,Brandon,Ross,brandon.ross1166@example.com,Adelaide,Consumer,2023-12-01
1167,Randall,Alvarez,randall.alvarez1167@example.com,Adelaide,Consumer,2025-12-09
1168,Carol,Morrison,carol.morrison1168@example.com,Canberra,Business,2023-10-11
1169,Adrian,Sullivan,adrian.sullivan1169@example.com,Sydney,Consumer,2023-11-14
1170,Kevin,Washington,kevin.washington1170@example.com,Sydney,Consumer,2026-01-17
1171,Jason,Ramirez,jason.ramirez1171@example.com,Melbourne,Consumer,2023-05-27
1172,Derrick,Tate,derrick.tate1172@example.com,Melbourne,Consumer,2024-12-01
1173,Jonathan,Rodriguez,jonathan.rodriguez1173@example.com,Canberra,Consumer,2026-05-29
1174,Mark,King,mark.king1174@example.com,Brisbane,Business,2026-05-09
1175,Adrian,Crawford,adrian.crawford1175@example.com,Adelaide,Consumer,2026-03-14
1176,Julie,Fuller,julie.fuller1176@example.com,Canberra,Consumer,2026-01-09
1177,Gregory,Taylor,gregory.taylor1177@example.com,Brisbane,Consumer,2025-08-22
1178,Omar,Garcia,omar.garcia1178@example.com,Brisbane,Consumer,2024-11-16
1179,Jane,Brown,jane.brown1179@example.com,Brisbane,Business,2026-01-18
1180,Vincent,Jones,vincent.jones1180@example.com,Adelaide,Consumer,2025-11-24
1181,Martha,Gregory,martha.gregory1181@example.com,Melbourne,Consumer,2026-06-01
1182,Linda,Stanton,linda.stanton1182@example.com,Sydney,Consumer,2025-12-15
1183,Charles,Reyes,charles.reyes1183@example.com,Perth,Consumer,2026-02-03
1184,Michelle,Shelton,michelle.shelton1184@example.com,Canberra,Business,2023-03-07
1185,Bobby,Hernandez,bobby.hernandez1185@example.com,Canberra,Consumer,2024-10-30
1186,Andrew,Howell,andrew.howell1186@example.com,Brisbane,Consumer,2024-05-27
1187,Samantha,Davis,samantha.davis1187@example.com,Adelaide,Business,2025-09-30
1188,Michelle,Jones,michelle.jones1188@example.com,Melbourne,Consumer,2024-08-01
1189,Barbara,Walton,barbara.walton1189@example.com,Melbourne,Consumer,2025-06-24
1190,Ashley,Saunders,ashley.saunders1190@example.com,Adelaide,Consumer,2026-03-05
1191,Jenna,Sparks,jenna.sparks1191@example.com,Canberra,Consumer,2023-10-29
1192,Robert,Harris,robert.harris1192@example.com,Brisbane,Consumer,2024-01-29
1193,Darius,Bates,darius.bates1193@example.com,Brisbane,Consumer,2026-06-01
1194,Andrew,Henry,andrew.henry1194@example.com,Perth,Consumer,2023-06-19
1195,Mark,Green,mark.green1195@example.com,Melbourne,Consumer,2023-05-07
1196,Laurie,Cooper,laurie.cooper1196@example.com,Melbourne,Consumer,2025-05-03
1197,Christine,Heath,christine.heath1197@example.com,Perth,Consumer,2026-01-13
1198,Marilyn,Payne,marilyn.payne1198@example.com,Sydney,Consumer,2024-11-13
1199,Samantha,Cisneros,samantha.cisneros1199@example.com,Perth,Consumer,2025-05-31
1200,Christopher,Johnson,christopher.johnson1200@example.com,Melbourne,Consumer,2025-09-16
1201,Megan,Jordan,megan.jordan1201@example.com,Sydney,Consumer,2024-12-08
1202,John,Melendez,john.melendez1202@example.com,Canberra,Consumer,2026-06-01
1203,Brianna,Reyes,brianna.reyes1203@example.com,Sydney,Consumer,2024-07-23
1204,Alexandria,Edwards,alexandria.edwards1204@example.com,Perth,Consumer,2023-08-01
1205,Randy,Bennett,randy.bennett1205@example.com,Melbourne,Consumer,2025-04-06
1206,Kyle,Stevens,kyle.stevens1206@example.com,Sydney,Consumer,2026-04-11
1207,Matthew,Johnson,matthew.johnson1207@example.com,Melbourne,Consumer,2025-06-01
1208,Mason,Hawkins,mason.hawkins1208@example.com,Perth,Consumer,2025-12-17
1209,Gary,Dalton,gary.dalton1209@example.com,Brisbane,Consumer,2024-03-25
1210,William,Turner,william.turner1210@example.com,Sydney,Consumer,2023-01-26
1211,Daniel,Mccarthy,daniel.mccarthy1211@example.com,Melbourne,Consumer,2025-06-14
1212,William,Henry,william.henry1212@example.com,Perth,Consumer,2025-12-29
1213,Rebecca,Taylor,rebecca.taylor1213@example.com,Canberra,Consumer,2026-02-22
1214,Michael,Baldwin,michael.baldwin1214@example.com,Sydney,Consumer,2025-12-13
1215,Jessica,Freeman,jessica.freeman1215@example.com,Adelaide,Consumer,2025-04-02
1216,Lori,Rodriguez,lori.rodriguez1216@example.com,Adelaide,Consumer,2023-04-19
1217,Lisa,Leonard,lisa.leonard1217@example.com,Melbourne,Business,2023-12-28
1218,Joel,Keller,joel.keller1218@example.com,Perth,Consumer,2023-04-17
1219,Dwayne,Jennings,dwayne.jennings1219@example.com,Perth,Consumer,2025-10-12
1220,James,Armstrong,james.armstrong1220@example.com,Canberra,Consumer,2026-04-26
1221,Carrie,Alvarez,carrie.alvarez1221@example.com,Melbourne,Consumer,2023-07-21
1222,Kathleen,Dickerson,kathleen.dickerson1222@example.com,Melbourne,Consumer,2023-05-30
1223,Diana,Hunter,diana.hunter1223@example.com,Sydney,Consumer,2024-12-01
1224,Gregory,Myers,gregory.myers1224@example.com,Melbourne,Consumer,2023-05-27
1225,Kendra,Simpson,kendra.simpson1225@example.com,Canberra,Consumer,2023-02-27
1226,Troy,Arellano,troy.arellano1226@example.com,Sydney,Consumer,2025-01-01
1227,Karen,Jensen,karen.jensen1227@example.com,Adelaide,Consumer,2026-01-28
1228,Kathleen,Gomez,kathleen.gomez1228@example.com,Sydney,Consumer,2023-08-04
1229,Shane,Levine,shane.levine1229@example.com,Adelaide,Consumer,2025-04-03
1230,Sandra,Flores,sandra.flores1230@example.com,Brisbane,Consumer,2025-10-08
1231,Anne,Johnson,anne.johnson1231@example.com,Perth,Consumer,2026-05-31
1232,Cynthia,Williams,cynthia.williams1232@example.com,Perth,Business,2026-03-24
1233,Claudia,Hood,claudia.hood1233@example.com,Sydney,Consumer,2025-02-13
1234,Michelle,Bailey,michelle.bailey1234@example.com,Perth,Consumer,2023-12-26
1235,Courtney,Harmon,courtney.harmon1235@example.com,Melbourne,Consumer,2023-05-22
1236,Edward,Johnson,edward.johnson1236@example.com,Canberra,Consumer,2023-04-20
1237,Carlos,Vance,carlos.vance1237@example.com,Adelaide,Consumer,2026-03-08
1238,Scott,Peterson,scott.peterson1238@example.com,Adelaide,Consumer,2026-05-22
1239,Kevin,Davis,kevin.davis1239@example.com,Brisbane,Consumer,2024-06-21
1240,Joshua,Reed,joshua.reed1240@example.com,Adelaide,Consumer,2025-10-16
1241,Brian,Howard,brian.howard1241@example.com,Melbourne,Consumer,2024-03-24
1242,William,Bell,william.bell1242@example.com,Perth,Consumer,2025-08-17
1243,Lance,Stanley,lance.stanley1243@example.com,Sydney,Consumer,2026-05-31
1244,Shannon,Wright,shannon.wright1244@example.com,Canberra,Consumer,2023-08-24
1245,Brian,Wong,brian.wong1245@example.com,Sydney,Consumer,2024-12-25
1246,Marie,Watkins,marie.watkins1246@example.com,Sydney,Consumer,2023-09-18
1247,Chase,Lozano,chase.lozano1247@example.com,Sydney,Consumer,2024-10-02
1248,Michelle,Jones,michelle.jones1248@example.com,Canberra,Consumer,2023-08-09
1249,Melissa,Torres,melissa.torres1249@example.com,Brisbane,Consumer,2025-02-03
1250,Christina,Morgan,christina.morgan1250@example.com,Sydney,Consumer,2025-04-05
1251,William,Smith,william.smith1251@example.com,Brisbane,Consumer,2023-11-13
1252,Steven,Nguyen,steven.nguyen1252@example.com,Canberra,Consumer,2023-12-23
1253,Angela,Murray,angela.murray1253@example.com,Adelaide,Consumer,2026-03-08
1254,Latoya,Boyer,latoya.boyer1254@example.com,Perth,Consumer,2025-02-01
1255,Paula,Bradley,paula.bradley1255@example.com,Melbourne,Consumer,2024-06-09
1256,Shannon,Valenzuela,shannon.valenzuela1256@example.com,Adelaide,Consumer,2025-01-07
1257,Lisa,Adams,lisa.adams1257@example.com,Brisbane,Consumer,2026-02-15
1258,Denise,Dominguez,denise.dominguez1258@example.com,Melbourne,Consumer,2024-05-29
1259,Marc,Chapman,marc.chapman1259@example.com,Melbourne,Consumer,2023-10-26
1260,Thomas,Odom,thomas.odom1260@example.com,Perth,Consumer,2025-05-23
1261,Edward,Gray,edward.gray1261@example.com,Brisbane,Consumer,2023-12-04
1262,Bryan,Myers,bryan.myers1262@example.com,Sydney,Business,2025-02-22
1263,Dale,Armstrong,dale.armstrong1263@example.com,Canberra,Consumer,2025-07-02
1264,Rachel,Stokes,rachel.stokes1264@example.com,Perth,Consumer,2024-11-11
1265,Matthew,Garcia,matthew.garcia1265@example.com,Brisbane,Consumer,2023-11-14
1266,Jennifer,Leonard,jennifer.leonard1266@example.com,Adelaide,Consumer,2023-10-24
1267,William,Rogers,william.rogers1267@example.com,Adelaide,Consumer,2025-12-22
1268,Gerald,Shaw,gerald.shaw1268@example.com,Canberra,Consumer,2025-11-24
1269,John,Hubbard,john.hubbard1269@example.com,Sydney,Consumer,2023-02-17
1270,Samuel,Morgan,samuel.morgan1270@example.com,Adelaide,Consumer,2024-12-09
1271,Scott,Mendez,scott.mendez1271@example.com,Canberra,Consumer,2025-05-18
1272,Alexandra,Cox,alexandra.cox1272@example.com,Adelaide,Consumer,2024-09-28
1273,Erik,Graham,erik.graham1273@example.com,Sydney,Business,2026-02-22
1274,Nathan,Crawford,nathan.crawford1274@example.com,Perth,Consumer,2024-08-06
1275,Justin,Boone,justin.boone1275@example.com,Perth,Consumer,2023-04-22
1276,Riley,Cobb,riley.cobb1276@example.com,Perth,Consumer,2023-10-24
1277,Matthew,Pittman,matthew.pittman1277@example.com,Melbourne,Consumer,2024-03-30
1278,Carla,Herrera,carla.herrera1278@example.com,Perth,Consumer,2025-03-25
1279,Kristina,Mitchell,kristina.mitchell1279@example.com,Adelaide,Consumer,2023-01-09
1280,Deborah,Williams,deborah.williams1280@example.com,Sydney,Consumer,2025-01-01
1281,Cameron,Davies,cameron.davies1281@example.com,Perth,Consumer,2024-05-20
1282,Cody,Morales,cody.morales1282@example.com,Perth,Consumer,2025-06-06
1283,Erika,Perez,erika.perez1283@example.com,Canberra,Consumer,2024-02-11
1284,Justin,Newton,justin.newton1284@example.com,Perth,Consumer,2024-09-18
1285,Jennifer,Davis,jennifer.davis1285@example.com,Canberra,Business,2023-12-18
1286,Diane,Richard,diane.richard1286@example.com,Adelaide,Consumer,2024-02-05
1287,Rebecca,Davis,rebecca.davis1287@example.com,Sydney,Business,2023-02-27
1288,Morgan,Rogers,morgan.rogers1288@example.com,Brisbane,Business,2026-04-10
1289,Mathew,Jones,mathew.jones1289@example.com,Adelaide,Consumer,2026-01-04
1290,Brandi,Solis,brandi.solis1290@example.com,Melbourne,Consumer,2025-05-12
1291,Donald,Alvarez,donald.alvarez1291@example.com,Brisbane,Consumer,2025-04-25
1292,Michael,Clark,michael.clark1292@example.com,Sydney,Consumer,2024-02-25
